GISJOIN,YEAR,STATE,STATEA,COUNTY,TRACTA,BLKGRPA,NAME_E,AF2ME001,AF2ME002,AF2ME003,AF2ME004,AF2ME005,AF2ME006,AF2ME007,AF2ME008,AF2ME009,AF2ME010,AF2UE001,AF2UE002,AF2UE003,AF2UE004,AF2UE005,AF2UE006,AF2UE007,AF2UE008,AF2UE009,AF2UE010,AF2UE011,AF2UE012,AF2UE013,AF2UE014,AF2UE015,AF2UE016,AF2UE017,AF2UE018,AF2UE019,AF2UE020,AF2UE021,NAME_M,AF2UM009,AF2UM010,AF2UM011,AF2UM012,AF2UM013,AF2UM014,AF2UM015,AF2UM016,AF2UM017,AF2UM018,AF2UM019,AF2UM020,AF2UM021
G08006509617006,2012-2016,Colorado,8,Lake County,961700,6,"Block Group 6, Census Tract 9617, Lake County, Colorado",1032,911,7,0,0,0,0,114,0,114,1032,780,667,7,0,0,0,0,106,0,106,252,244,0,0,0,0,0,8,0,8,"Block Group 6, Census Tract 9617, Lake County, Colorado",106,11,106,259,260,11,11,11,11,11,18,11,18
G08006509619001,2012-2016,Colorado,8,Lake County,961900,1,"Block Group 1, Census Tract 9619, Lake County, Colorado",1454,1045,1,2,10,32,364,0,0,0,1454,605,591,1,2,10,1,0,0,0,0,849,454,0,0,0,31,364,0,0,0,"Block Group 1, Census Tract 9619, Lake County, Colorado",11,11,11,300,203,11,11,11,66,253,11,11,11
G08006509619002,2012-2016,Colorado,8,Lake County,961900,2,"Block Group 2, Census Tract 9619, Lake County, Colorado",862,756,0,10,0,0,96,0,0,0,862,325,325,0,0,0,0,0,0,0,0,537,431,0,10,0,0,96,0,0,0,"Block Group 2, Census Tract 9619, Lake County, Colorado",11,11,11,251,238,11,18,11,11,113,11,11,11
G08006709403001,2012-2016,Colorado,8,La Plata County,940300,1,"Block Group 1, Census Tract 9403, La Plata County, Colorado",2924,2403,0,438,34,0,38,11,2,9,2924,2583,2134,0,408,34,0,0,7,2,5,341,269,0,30,0,0,38,4,0,4,"Block Group 1, Census Tract 9403, La Plata County, Colorado",7,4,6,86,68,11,21,11,11,33,5,11,5
G08006709403002,2012-2016,Colorado,8,La Plata County,940300,2,"Block Group 2, Census Tract 9403, La Plata County, Colorado",1988,1032,37,746,4,18,99,52,29,23,1988,1221,489,37,656,4,18,3,14,8,6,767,543,0,90,0,0,96,38,21,17,"Block Group 2, Census Tract 9403, La Plata County, Colorado",12,10,6,153,127,11,47,11,11,46,30,16,17
G08006709403003,2012-2016,Colorado,8,La Plata County,940300,3,"Block Group 3, Census Tract 9403, La Plata County, Colorado",1270,989,0,191,0,0,25,65,46,19,1270,981,817,0,149,0,0,0,15,0,15,289,172,0,42,0,0,25,50,46,4,"Block Group 3, Census Tract 9403, La Plata County, Colorado",15,11,15,92,60,11,36,11,11,19,52,51,6
G08006709404001,2012-2016,Colorado,8,La Plata County,940400,1,"Block Group 1, Census Tract 9404, La Plata County, Colorado",2250,2104,15,57,8,1,35,30,6,24,2250,2014,1923,15,40,8,1,3,24,0,24,236,181,0,17,0,0,32,6,6,0,"Block Group 1, Census Tract 9404, La Plata County, Colorado",23,11,23,68,63,11,14,11,11,23,8,8,11
G08006709404002,2012-2016,Colorado,8,La Plata County,940400,2,"Block Group 2, Census Tract 9404, La Plata County, Colorado",1526,1358,0,16,4,3,63,82,11,71,1526,1294,1204,0,12,4,3,0,71,0,71,232,154,0,4,0,0,63,11,11,0,"Block Group 2, Census Tract 9404, La Plata County, Colorado",57,11,57,73,58,11,6,11,11,40,10,10,11
G08006709404003,2012-2016,Colorado,8,La Plata County,940400,3,"Block Group 3, Census Tract 9404, La Plata County, Colorado",1771,1661,3,35,27,0,20,25,0,25,1771,1656,1565,0,35,27,0,4,25,0,25,115,96,3,0,0,0,16,0,0,0,"Block Group 3, Census Tract 9404, La Plata County, Colorado",21,11,21,44,42,4,11,11,11,11,11,11,11
G08006709706001,2012-2016,Colorado,8,La Plata County,970600,1,"Block Group 1, Census Tract 9706, La Plata County, Colorado",1322,1304,0,18,0,0,0,0,0,0,1322,1282,1264,0,18,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9706, La Plata County, Colorado",11,11,11,61,61,11,11,11,11,11,11,11,11
G08006709706002,2012-2016,Colorado,8,La Plata County,970600,2,"Block Group 2, Census Tract 9706, La Plata County, Colorado",2346,2277,0,6,14,0,22,27,0,27,2346,2132,2096,0,6,14,0,0,16,0,16,214,181,0,0,0,0,22,11,0,11,"Block Group 2, Census Tract 9706, La Plata County, Colorado",23,11,23,127,124,11,11,11,11,32,16,11,16
G08006709706003,2012-2016,Colorado,8,La Plata County,970600,3,"Block Group 3, Census Tract 9706, La Plata County, Colorado",1282,1220,0,18,0,0,0,44,25,19,1282,992,930,0,18,0,0,0,44,25,19,290,290,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9706, La Plata County, Colorado",46,41,20,156,156,11,11,11,11,11,11,11,11
G08006709706004,2012-2016,Colorado,8,La Plata County,970600,4,"Block Group 4, Census Tract 9706, La Plata County, Colorado",1773,1557,0,178,0,0,20,18,0,18,1773,1605,1511,0,94,0,0,0,0,0,0,168,46,0,84,0,0,20,18,0,18,"Block Group 4, Census Tract 9706, La Plata County, Colorado",11,11,11,170,71,11,122,11,11,28,27,11,27
G08006709706005,2012-2016,Colorado,8,La Plata County,970600,5,"Block Group 5, Census Tract 9706, La Plata County, Colorado",1757,1701,0,56,0,0,0,0,0,0,1757,1581,1525,0,56,0,0,0,0,0,0,176,176,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 9706, La Plata County, Colorado",11,11,11,151,151,11,11,11,11,11,11,11,11
G08006709706006,2012-2016,Colorado,8,La Plata County,970600,6,"Block Group 6, Census Tract 9706, La Plata County, Colorado",698,696,2,0,0,0,0,0,0,0,698,696,694,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,"Block Group 6, Census Tract 9706, La Plata County, Colorado",11,11,11,4,4,11,11,11,11,11,11,11,11
G08006709707011,2012-2016,Colorado,8,La Plata County,970701,1,"Block Group 1, Census Tract 9707.01, La Plata County, Colorado",1253,1236,0,0,0,0,0,17,0,17,1253,828,811,0,0,0,0,0,17,0,17,425,425,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9707.01, La Plata County, Colorado",27,11,27,394,394,11,11,11,11,11,11,11,11
G08006709707012,2012-2016,Colorado,8,La Plata County,970701,2,"Block Group 2, Census Tract 9707.01, La Plata County, Colorado",1534,1395,15,0,13,0,15,96,0,96,1534,1425,1301,15,0,13,0,0,96,0,96,109,94,0,0,0,0,15,0,0,0,"Block Group 2, Census Tract 9707.01, La Plata County, Colorado",61,11,61,89,86,11,11,11,11,24,11,11,11
G08006709707013,2012-2016,Colorado,8,La Plata County,970701,3,"Block Group 3, Census Tract 9707.01, La Plata County, Colorado",2170,2027,13,0,24,0,31,75,0,75,2170,2023,1905,13,0,24,0,6,75,0,75,147,122,0,0,0,0,25,0,0,0,"Block Group 3, Census Tract 9707.01, La Plata County, Colorado",86,11,86,94,86,11,11,11,11,38,11,11,11
G08006709707031,2012-2016,Colorado,8,La Plata County,970703,1,"Block Group 1, Census Tract 9707.03, La Plata County, Colorado",602,602,0,0,0,0,0,0,0,0,602,586,586,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9707.03, La Plata County, Colorado",11,11,11,24,24,11,11,11,11,11,11,11,11
G08006709707032,2012-2016,Colorado,8,La Plata County,970703,2,"Block Group 2, Census Tract 9707.03, La Plata County, Colorado",998,902,0,0,0,0,0,96,0,96,998,942,846,0,0,0,0,0,96,0,96,56,56,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9707.03, La Plata County, Colorado",111,11,111,86,86,11,11,11,11,11,11,11,11
